Algorithm,Top-N,MoviesPerPage,ThresholdRating,TotalIDs,ParameterTest,ParameterValue,OtherParameters,TotalTime/s,MeanTime/s,MAE,RMSE,Coverage,Diversity,Novelty,LOOCV_HR,Validation_HR,Cumulative_HR,MeanReciprocal_HR,ActualRating_HR
Item-Based CF,30,5,3,706,,,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",77.1303804,0.109249831,0.778440801,0.935281525,0.303749629,0.445415587,0.082569837,,0.184183192,0.184183192,0.085713724,"{0.5: 0.00010748008568223567, 1.0: 0.0006545710118842993, 1.5: 0.0004294813851072281, 2.0: 0.002480532484183511, 2.5: 0.0022028457108746627, 3.0: 0.014206184342266124, 3.5: 0.01112416348171041, 4.0: 0.027249120822695115, 4.5: 0.012173674790065358, 5.0: 0.016293929903465513}"
Item-Based KNN,30,5,3,706,,,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",3493.659945,4.948526835,0.728696993,0.845235246,0.133944557,0.279485777,0.005211952,,0.100188857,0.100188857,0.041343248,"{0.5: 4.850541776557984e-05, 1.0: 0.0003761381157194112, 1.5: 0.00037448274865854085, 2.0: 0.0010737516594975392, 2.5: 0.0013201395683064866, 3.0: 0.005596332464952771, 3.5: 0.006273380626624035, 4.0: 0.016083810031302354, 4.5: 0.007801246220398201, 5.0: 0.010108889068478689}"
User-Based CF,30,5,3,706,,,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",967.3014153,1.370115319,0.599219622,0.673177018,0.21634453,0.54367697,0.009669661,,0.113031161,0.113031161,0.049762354,"{0.5: 0.00013682808674315769, 1.0: 0.0002695066482950858, 1.5: 0.000319093914277251, 2.0: 0.0007598463694063563, 2.5: 0.0008071099137475722, 3.0: 0.003644006147519891, 3.5: 0.004574691864759431, 4.0: 0.01356646532176921, 4.5: 0.007845807561328251, 5.0: 0.00916532429156188}"
User-Based KNN,30,5,3,706,,,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",463.3937838,0.656365133,0.811955253,0.915699288,0.130663834,0.553429727,0.013813773,,0.216477809,0.210812087,0.095915958,"{0.5: 0.0001703249074034524, 1.0: 0.0004018060223638599, 1.5: 0.00026729224895444953, 2.0: 0.0014812937660897767, 2.5: 0.001491998577503415, 3.0: 0.010317026020911205, 3.5: 0.009761664687186887, 4.0: 0.02902766823941724, 4.5: 0.014329707103135624, 5.0: 0.021994827709908956}"
Random Control,30,5,3,706,,,{'randomRatings': True},11.7993134,0.016712908,0.348508801,0.352040819,1,0.001461144,0.500921188,,0.008262512,0.003493862,0.0035757,"{0.5: 5.301432201296716e-05, 1.0: 0.00016288897096879875, 1.5: 4.769126582157744e-06, 2.0: 0.00017896039466318756, 2.5: 0.00019931662736236478, 3.0: 0.0005885918143326573, 3.5: 0.0003454557921586798, 4.0: 0.0006638336270991874, 4.5: 0.00030448398712508575, 5.0: 0.00019732587663575415}"
Random Control,30,5,3,706,,,{'randomRatings': False},8.0661217,0.011425102,0.288289736,0.29147925,1,0.001476956,0.498796169,,0.007932011,0.007932011,0.003254643,"{0.5: 3.3616424423949014e-05, 1.0: 2.3447019345712848e-05, 1.5: 3.106793521834412e-05, 2.0: 0.00010608088121400007, 2.5: 0.0001060625056311967, 3.0: 0.0006063237306956725, 3.5: 0.0004986978107723816, 4.0: 0.0009014914156601516, 4.5: 0.00036263740833418533, 5.0: 0.00022984435711175953}"
Item-Based CF,30,5,3,706,predict,calc,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",77.1303804,0.109249831,0.778440801,0.935281525,0.303749629,0.445415587,0.082569837,,0.184183192,0.184183192,0.085713724,"{0.5: 0.00010748008568223567, 1.0: 0.0006545710118842993, 1.5: 0.0004294813851072281, 2.0: 0.002480532484183511, 2.5: 0.0022028457108746627, 3.0: 0.014206184342266124, 3.5: 0.01112416348171041, 4.0: 0.027249120822695115, 4.5: 0.012173674790065358, 5.0: 0.016293929903465513}"
Item-Based CF,30,5,3,706,predict,rand,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",81.4777338,0.115407555,1.753765494,2.054811802,0.303749629,0.445415587,0.082569837,,0.184183192,0.074881964,0.085713724,"{0.5: 0.00010748008568223567, 1.0: 0.0006545710118842993, 1.5: 0.0004294813851072281, 2.0: 0.002480532484183511, 2.5: 0.0022028457108746627, 3.0: 0.014206184342266124, 3.5: 0.01112416348171041, 4.0: 0.027249120822695115, 4.5: 0.012173674790065358, 5.0: 0.016293929903465513}"
Item-Based CF,30,5,3,706,predict,sims,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",77.8141425,0.110218332,1.214866728,1.343901023,0.303749629,0.445415587,0.082569837,,0.184183192,0.064730878,0.085713724,"{0.5: 0.00010748008568223567, 1.0: 0.0006545710118842993, 1.5: 0.0004294813851072281, 2.0: 0.002480532484183511, 2.5: 0.0022028457108746627, 3.0: 0.014206184342266124, 3.5: 0.01112416348171041, 4.0: 0.027249120822695115, 4.5: 0.012173674790065358, 5.0: 0.016293929903465513}"
Item-Based CF,30,5,3,706,predict,norm_sims,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",77.7274611,0.110095554,0.854290771,0.986384083,0.303749629,0.445415587,0.082569837,,0.184183192,0.153588291,0.085713724,"{0.5: 0.00010748008568223567, 1.0: 0.0006545710118842993, 1.5: 0.0004294813851072281, 2.0: 0.002480532484183511, 2.5: 0.0022028457108746627, 3.0: 0.014206184342266124, 3.5: 0.01112416348171041, 4.0: 0.027249120822695115, 4.5: 0.012173674790065358, 5.0: 0.016293929903465513}"
Item-Based CF,30,5,3,706,predict,mean,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",77.4273565,0.109670477,0.714624957,0.821848432,0.301630784,0.452686698,0.08014596,,0.186496695,0.176156752,0.087187598,"{0.5: 0.00042023282682715, 1.0: 0.0005929376466124372, 1.5: 0.00024102873024760702, 2.0: 0.002243510533005033, 2.5: 0.0018219758326922344, 3.0: 0.012672774155623278, 3.5: 0.00964409897244742, 4.0: 0.026233730187503003, 4.5: 0.010827795630856622, 5.0: 0.017991876755852104}"
Item-Based KNN,30,5,3,706,predict,calc,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",3493.659945,4.948526835,0.728696993,0.845235246,0.133944557,0.279485777,0.005211952,,0.100188857,0.100188857,0.041343248,"{0.5: 4.850541776557984e-05, 1.0: 0.0003761381157194112, 1.5: 0.00037448274865854085, 2.0: 0.0010737516594975392, 2.5: 0.0013201395683064866, 3.0: 0.005596332464952771, 3.5: 0.006273380626624035, 4.0: 0.016083810031302354, 4.5: 0.007801246220398201, 5.0: 0.010108889068478689}"
Item-Based KNN,30,5,3,706,predict,rand,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",3572.817914,5.060648604,1.760437782,1.973713896,0.133944557,0.279485777,0.005211952,,0.100188857,0.040226629,0.041343248,"{0.5: 4.850541776557984e-05, 1.0: 0.0003761381157194112, 1.5: 0.00037448274865854085, 2.0: 0.0010737516594975392, 2.5: 0.0013201395683064866, 3.0: 0.005596332464952771, 3.5: 0.006273380626624035, 4.0: 0.016083810031302354, 4.5: 0.007801246220398201, 5.0: 0.010108889068478689}"
Item-Based KNN,30,5,3,706,predict,sims,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",3524.19171,4.991772961,0.79672777,0.899870859,0.133944557,0.279485777,0.005211952,,0.100188857,0.082577904,0.041343248,"{0.5: 4.850541776557984e-05, 1.0: 0.0003761381157194112, 1.5: 0.00037448274865854085, 2.0: 0.0010737516594975392, 2.5: 0.0013201395683064866, 3.0: 0.005596332464952771, 3.5: 0.006273380626624035, 4.0: 0.016083810031302354, 4.5: 0.007801246220398201, 5.0: 0.010108889068478689}"
Item-Based KNN,30,5,3,706,predict,norm_sims,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",3542.931738,5.01831691,0.74714378,0.848527334,0.133944557,0.279485777,0.005211952,,0.100188857,0.092115203,0.041343248,"{0.5: 4.850541776557984e-05, 1.0: 0.0003761381157194112, 1.5: 0.00037448274865854085, 2.0: 0.0010737516594975392, 2.5: 0.0013201395683064866, 3.0: 0.005596332464952771, 3.5: 0.006273380626624035, 4.0: 0.016083810031302354, 4.5: 0.007801246220398201, 5.0: 0.010108889068478689}"
Item-Based KNN,30,5,3,706,predict,mean,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",3530.430814,5.000610218,0.679852197,0.754464753,0.13291326,0.27616771,0.004591416,,0.09815864,0.098111426,0.042747088,"{0.5: 0.000376752307133915, 1.0: 0.0003637904797062065, 1.5: 0.0003350086482416012, 2.0: 0.0011681409965794887, 2.5: 0.000892172707594345, 3.0: 0.00491697518253799, 3.5: 0.005820368558748105, 4.0: 0.012833807025488921, 4.5: 0.00714183260926835, 5.0: 0.010860946251263007}"
User-Based CF,30,5,3,706,predict,calc,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",967.3014153,1.370115319,0.599219622,0.673177018,0.21634453,0.54367697,0.009669661,,0.113031161,0.113031161,0.049762354,"{0.5: 0.00013682808674315769, 1.0: 0.0002695066482950858, 1.5: 0.000319093914277251, 2.0: 0.0007598463694063563, 2.5: 0.0008071099137475722, 3.0: 0.003644006147519891, 3.5: 0.004574691864759431, 4.0: 0.01356646532176921, 4.5: 0.007845807561328251, 5.0: 0.00916532429156188}"
User-Based CF,30,5,3,706,predict,rand,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",970.3467175,1.374428778,1.514046516,1.69015743,0.21634453,0.54367697,0.009669661,,0.113031161,0.046931067,0.049762354,"{0.5: 0.00013682808674315769, 1.0: 0.0002695066482950858, 1.5: 0.000319093914277251, 2.0: 0.0007598463694063563, 2.5: 0.0008071099137475722, 3.0: 0.003644006147519891, 3.5: 0.004574691864759431, 4.0: 0.01356646532176921, 4.5: 0.007845807561328251, 5.0: 0.00916532429156188}"
User-Based CF,30,5,3,706,predict,sims,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",971.9745201,1.376734448,1.573286344,1.645965792,0.21634453,0.54367697,0.009669661,,0.113031161,0.00878187,0.049762354,"{0.5: 0.00013682808674315769, 1.0: 0.0002695066482950858, 1.5: 0.000319093914277251, 2.0: 0.0007598463694063563, 2.5: 0.0008071099137475722, 3.0: 0.003644006147519891, 3.5: 0.004574691864759431, 4.0: 0.01356646532176921, 4.5: 0.007845807561328251, 5.0: 0.00916532429156188}"
User-Based CF,30,5,3,706,predict,norm_sims,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",972.3831304,1.377313216,1.129162959,1.219413231,0.21634453,0.54367697,0.009669661,,0.113031161,0.038149197,0.049762354,"{0.5: 0.00013682808674315769, 1.0: 0.0002695066482950858, 1.5: 0.000319093914277251, 2.0: 0.0007598463694063563, 2.5: 0.0008071099137475722, 3.0: 0.003644006147519891, 3.5: 0.004574691864759431, 4.0: 0.01356646532176921, 4.5: 0.007845807561328251, 5.0: 0.00916532429156188}"
User-Based CF,30,5,3,706,predict,mean,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",968.8209616,1.372267651,0.549357478,0.615112512,0.216451639,0.547837063,0.01047767,,0.123512748,0.12332389,0.055916745,"{0.5: 0.00015491939643352248, 1.0: 0.0003387326681764577, 1.5: 0.00017622238081515772, 2.0: 0.00064070815049737, 2.5: 0.0009332628532050213, 3.0: 0.003407181261965188, 3.5: 0.004968918500266086, 4.0: 0.01298764077506738, 4.5: 0.00821396331743352, 5.0: 0.01081952048849826}"
User-Based KNN,30,5,3,706,predict,calc,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",463.3937838,0.656365133,0.811955253,0.915699288,0.130663834,0.553429727,0.013813773,,0.216477809,0.210812087,0.095915958,"{0.5: 0.0001703249074034524, 1.0: 0.0004018060223638599, 1.5: 0.00026729224895444953, 2.0: 0.0014812937660897767, 2.5: 0.001491998577503415, 3.0: 0.010317026020911205, 3.5: 0.009761664687186887, 4.0: 0.02902766823941724, 4.5: 0.014329707103135624, 5.0: 0.021994827709908956}"
User-Based KNN,30,5,3,706,predict,rand,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",473.3744111,0.670501999,1.818604976,2.126548258,0.130663834,0.553429727,0.013813773,,0.216477809,0.084560907,0.095915958,"{0.5: 0.0001703249074034524, 1.0: 0.0004018060223638599, 1.5: 0.00026729224895444953, 2.0: 0.0014812937660897767, 2.5: 0.001491998577503415, 3.0: 0.010317026020911205, 3.5: 0.009761664687186887, 4.0: 0.02902766823941724, 4.5: 0.014329707103135624, 5.0: 0.021994827709908956}"
User-Based KNN,30,5,3,706,predict,sims,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",465.5873693,0.659472194,1.846166575,1.971813409,0.130663834,0.553429727,0.013813773,,0.216477809,0.0302644,0.095915958,"{0.5: 0.0001703249074034524, 1.0: 0.0004018060223638599, 1.5: 0.00026729224895444953, 2.0: 0.0014812937660897767, 2.5: 0.001491998577503415, 3.0: 0.010317026020911205, 3.5: 0.009761664687186887, 4.0: 0.02902766823941724, 4.5: 0.014329707103135624, 5.0: 0.021994827709908956}"
User-Based KNN,30,5,3,706,predict,norm_sims,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",467.0114918,0.661489365,1.374882699,1.532568741,0.130663834,0.553429727,0.013813773,,0.216477809,0.074126534,0.095915958,"{0.5: 0.0001703249074034524, 1.0: 0.0004018060223638599, 1.5: 0.00026729224895444953, 2.0: 0.0014812937660897767, 2.5: 0.001491998577503415, 3.0: 0.010317026020911205, 3.5: 0.009761664687186887, 4.0: 0.02902766823941724, 4.5: 0.014329707103135624, 5.0: 0.021994827709908956}"
User-Based KNN,30,5,3,706,predict,mean,"{'neighbours': 100, 'sample': 100, 'threshold': 2.0}",464.4229773,0.657822914,0.666645175,0.775918775,0.131108323,0.553190478,0.013816777,,0.215391879,0.214164306,0.095768807,"{0.5: 0.00036400970745996576, 1.0: 0.0008330100383201031, 1.5: 0.00032449815190195504, 2.0: 0.0014830450357698403, 2.5: 0.0013715376214632833, 3.0: 0.008290479977061598, 3.5: 0.008841323455727782, 4.0: 0.024946369406289227, 4.5: 0.01319306417901805, 5.0: 0.023450548587997114}"
Item-Based CF,30,5,3,706,threshold,0,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",75.9705838,0.107607059,0.756949396,0.924257337,0.297835694,0.443855737,0.080490939,,0.192540132,0.192445703,0.090886056,"{0.5: 0.0002485077238288446, 1.0: 0.0008305404918947037, 1.5: 0.0005651906317143042, 2.0: 0.0026302442594590704, 2.5: 0.002399054290902282, 3.0: 0.012582344526477636, 3.5: 0.009974753935763867, 4.0: 0.028190835489605676, 4.5: 0.012717469803648304, 5.0: 0.016868314355659404}"
Item-Based CF,30,5,3,706,threshold,0.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",77.3217859,0.109520943,0.756949396,0.924257337,0.297835694,0.443855737,0.080490939,,0.192540132,0.192445703,0.090886056,"{0.5: 0.0002485077238288446, 1.0: 0.0008305404918947037, 1.5: 0.0005651906317143042, 2.0: 0.0026302442594590704, 2.5: 0.002399054290902282, 3.0: 0.012582344526477636, 3.5: 0.009974753935763867, 4.0: 0.028190835489605676, 4.5: 0.012717469803648304, 5.0: 0.016868314355659404}"
Item-Based CF,30,5,3,706,threshold,1,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",75.9978234,0.107645642,0.757150972,0.924733918,0.297791717,0.443858971,0.080490939,,0.192540132,0.192445703,0.090884482,"{0.5: 0.0002485077238288446, 1.0: 0.0008305404918947037, 1.5: 0.0005651906317143042, 2.0: 0.0026302442594590704, 2.5: 0.002399054290902282, 3.0: 0.012582344526477636, 3.5: 0.009974753935763867, 4.0: 0.028190835489605676, 4.5: 0.012717469803648304, 5.0: 0.016868314355659404}"
Item-Based CF,30,5,3,706,threshold,1.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",77.2657196,0.109441529,0.757182996,0.924854142,0.297779307,0.443864629,0.080497104,,0.192492918,0.192398489,0.090879761,"{0.5: 0.0002485077238288446, 1.0: 0.0008305404918947037, 1.5: 0.0005651906317143042, 2.0: 0.0026302442594590704, 2.5: 0.002399054290902282, 3.0: 0.012542999232174834, 3.5: 0.009974753935763867, 4.0: 0.028190835489605676, 4.5: 0.012717469803648304, 5.0: 0.016868314355659404}"
Item-Based CF,30,5,3,706,threshold,2,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",75.2334381,0.106562943,0.781640083,0.962878644,0.300045955,0.440566447,0.078674557,,0.195089707,0.194995279,0.09330107,"{0.5: 0.0004586012124617101, 1.0: 0.0009620827628958276, 1.5: 0.0003365508592227297, 2.0: 0.0032066756404487322, 2.5: 0.002379003186115217, 3.0: 0.013380369542438689, 3.5: 0.010216009404703253, 4.0: 0.025864409007638943, 4.5: 0.011569013837075884, 5.0: 0.019658837266598176}"
Item-Based CF,30,5,3,706,threshold,2.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",76.2205634,0.107961138,0.782049693,0.963569995,0.299804037,0.440865443,0.078718726,,0.195136922,0.195136922,0.093350645,"{0.5: 0.0004586012124617101, 1.0: 0.0009620827628958276, 1.5: 0.0003562235063741305, 2.0: 0.0032066756404487322, 2.5: 0.0023644096587738146, 3.0: 0.013364172508763436, 3.5: 0.010216009404703253, 4.0: 0.02586782072324288, 4.5: 0.011569013837075884, 5.0: 0.019658837266598176}"
Item-Based CF,30,5,3,706,threshold,3,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",74.4249633,0.105417795,0.797704121,0.98100089,0.295996351,0.445295238,0.079012469,,0.195561851,0.195561851,0.093604029,"{0.5: 0.0003882168526533653, 1.0: 0.0010384725262597792, 1.5: 0.0003758961535255312, 2.0: 0.0030332242362417963, 2.5: 0.002350605092752183, 3.0: 0.012894936968879672, 3.5: 0.010294571959013253, 4.0: 0.026564858563002235, 4.5: 0.011634561423116507, 5.0: 0.019819353635435764}"
Item-Based CF,30,5,3,706,threshold,3.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",70.9823701,0.100541601,0.812519473,0.998864061,0.286405289,0.45316443,0.079700023,,0.194617564,0.194617564,0.092899748,"{0.5: 0.0003856947163489583, 1.0: 0.0009732292429218925, 1.5: 0.0003912251030276003, 2.0: 0.0029091454955133033, 2.5: 0.002206273791713735, 3.0: 0.01215101623092358, 3.5: 0.009861617045043751, 4.0: 0.026953252426987335, 4.5: 0.011916235551362502, 5.0: 0.02024779987254706}"
Item-Based CF,30,5,3,705,threshold,4,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",49.6242581,0.070389019,0.970928606,1.168821588,0.2139116,0.522436632,0.086547108,,0.184349882,0.184349882,0.089325453,"{0.5: 0.0004129884202227711, 1.0: 0.0006842100304142137, 1.5: 0.00048433541139169145, 2.0: 0.0024318663224285456, 2.5: 0.0018035107976452122, 3.0: 0.010535630537745522, 3.5: 0.007925571607617459, 4.0: 0.02469036854919394, 4.5: 0.012198139559002742, 5.0: 0.021444445865945724}"
Item-Based CF,30,5,3,684,threshold,4.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",38.1114152,0.055718443,0.964172341,1.140215098,0.153347814,0.592001713,0.099611139,,0.160964912,0.160964912,0.07779321,"{0.5: 0.00016046746537441294, 1.0: 0.0007263575636616517, 1.5: 0.00029764513134888985, 2.0: 0.0017898521846945392, 2.5: 0.0017070641906595312, 3.0: 0.009057256698712757, 3.5: 0.006077322969728191, 4.0: 0.021609118173767296, 4.5: 0.01064556939990496, 5.0: 0.01898370662702732}"
Item-Based CF,30,5,3,0,threshold,5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",11.7554371,0,0,0,0,0,0,,0,0,0,{}
Item-Based KNN,30,5,3,706,threshold,0,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",4479.777752,6.345294267,0.739910943,0.861658449,0.131564279,0.277319298,0.004884671,,0.105476865,0.105429651,0.043465534,"{0.5: 0.0003369571018149142, 1.0: 0.00037116698953850705, 1.5: 0.0002854547480061257, 2.0: 0.0008101790534942503, 2.5: 0.0011863373997349417, 3.0: 0.006093508534268692, 3.5: 0.006289781389830591, 4.0: 0.015639053292404333, 4.5: 0.007408132513857183, 5.0: 0.009778187908130755}"
Item-Based KNN,30,5,3,706,threshold,0.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",4527.606072,6.413039762,0.739910943,0.861658449,0.131564279,0.277319298,0.004884671,,0.105476865,0.105429651,0.043465534,"{0.5: 0.0003369571018149142, 1.0: 0.00037116698953850705, 1.5: 0.0002854547480061257, 2.0: 0.0008101790534942503, 2.5: 0.0011863373997349417, 3.0: 0.006093508534268692, 3.5: 0.006289781389830591, 4.0: 0.015639053292404333, 4.5: 0.007408132513857183, 5.0: 0.009778187908130755}"
Item-Based KNN,30,5,3,706,threshold,1,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",4482.786624,6.349556125,0.739983366,0.86182727,0.131529475,0.277327619,0.004884514,,0.105476865,0.105476865,0.043478911,"{0.5: 0.0003369571018149142, 1.0: 0.00037116698953850705, 1.5: 0.0002854547480061257, 2.0: 0.0008101790534942503, 2.5: 0.0011863373997349417, 3.0: 0.006093508534268692, 3.5: 0.006289781389830591, 4.0: 0.015639053292404333, 4.5: 0.007408132513857183, 5.0: 0.009778187908130755}"
Item-Based KNN,30,5,3,706,threshold,1.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",4497.851855,6.370894979,0.740068157,0.861916244,0.131527317,0.277335569,0.004886263,,0.105476865,0.105476865,0.043482845,"{0.5: 0.0003369571018149142, 1.0: 0.00037116698953850705, 1.5: 0.0002854547480061257, 2.0: 0.0008101790534942503, 2.5: 0.0011863373997349417, 3.0: 0.006093508534268692, 3.5: 0.006289781389830591, 4.0: 0.015639053292404333, 4.5: 0.007408132513857183, 5.0: 0.009778187908130755}"
Item-Based KNN,30,5,3,706,threshold,2,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",3980.69058,5.638371927,0.748541489,0.927313596,0.135504699,0.261364618,0.004391924,,0.165864023,0.165864023,0.087032578,"{0.5: 0.0006078388780330607, 1.0: 0.0006564574279231077, 1.5: 0.0004349648629838299, 2.0: 0.002216036693697057, 2.5: 0.0013699344432136283, 3.0: 0.0087245287652193, 3.5: 0.009736095452612118, 4.0: 0.022524797948432648, 4.5: 0.010730337901233294, 5.0: 0.01974171748068384}"
Item-Based KNN,30,5,3,706,threshold,2.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",3973.931028,5.628797491,0.749460536,0.928349331,0.135319718,0.26139345,0.004395869,,0.165864023,0.165864023,0.087019987,"{0.5: 0.0006078388780330607, 1.0: 0.0006564574279231077, 1.5: 0.0004349648629838299, 2.0: 0.002216036693697057, 2.5: 0.0013699344432136283, 3.0: 0.0087245287652193, 3.5: 0.009736095452612118, 4.0: 0.022524797948432648, 4.5: 0.010730337901233294, 5.0: 0.01974171748068384}"
Item-Based KNN,30,5,3,706,threshold,3,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",3857.93911,5.464502988,0.765001836,0.945791723,0.133104269,0.260779388,0.004411718,,0.166147309,0.166147309,0.087242682,"{0.5: 0.0006078388780330607, 1.0: 0.0006564574279231077, 1.5: 0.0004349648629838299, 2.0: 0.0021981293433499835, 2.5: 0.0013966595487777953, 3.0: 0.008694667697821398, 3.5: 0.009748928856686835, 4.0: 0.022534550797176315, 4.5: 0.010730337901233294, 5.0: 0.01984276223262011}"
Item-Based KNN,30,5,3,706,threshold,3.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",3649.924737,5.169865066,0.790794051,0.973911532,0.128794531,0.262057765,0.004673614,,0.167610954,0.167610954,0.088105131,"{0.5: 0.0006068826379689927, 1.0: 0.0006316077683634436, 1.5: 0.0003872754427994746, 2.0: 0.002242109146178815, 2.5: 0.0014210345999355492, 3.0: 0.008747539395496285, 3.5: 0.00986207210203657, 4.0: 0.023037525508747356, 4.5: 0.010921255473804592, 5.0: 0.01981072934574752}"
Item-Based KNN,30,5,3,705,threshold,4,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",2248.448775,3.189289043,0.935143391,1.144615509,0.096507947,0.259375193,0.006052509,,0.173333333,0.173333333,0.090689519,"{0.5: 0.0005898173569160159, 1.0: 0.0006421567912307234, 1.5: 0.0003379785140931806, 2.0: 0.0021712606490061513, 2.5: 0.0013406311780544595, 3.0: 0.008533001706473059, 3.5: 0.010075713935203944, 4.0: 0.023939094224627276, 4.5: 0.012007783780324497, 5.0: 0.020911191512355577}"
Item-Based KNN,30,5,3,684,threshold,4.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",1630.003587,2.38304618,0.938076831,1.07995098,0.069132971,0.271741306,0.010515873,,0.112231969,0.112231969,0.046976933,"{0.5: 0.00024342946829899139, 1.0: 0.00034719249264035247, 1.5: 0.0002961503675653924, 2.0: 0.0008827454700646455, 2.5: 0.0009290786164914251, 3.0: 0.005578177787379439, 3.5: 0.005458705537773316, 4.0: 0.015898130834410794, 4.5: 0.00854813071831917, 5.0: 0.012465092677881661}"
Item-Based KNN,30,5,3,0,threshold,5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",11.6601161,0,0,0,0,0,0,,0,0,0,{}
User-Based CF,30,5,3,706,threshold,0,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",961.7394438,1.362237173,0.575444205,0.64787924,0.215089303,0.546162392,0.010699209,,0.118555241,0.118555241,0.056207901,"{0.5: 3.7292434121865824e-05, 1.0: 0.00019252590476619375, 1.5: 0.00020159857965335257, 2.0: 0.0006861341289177059, 2.5: 0.0008859502512429501, 3.0: 0.0041239514793797605, 3.5: 0.004718616678405984, 4.0: 0.012644112329913375, 4.5: 0.00750869355822318, 5.0: 0.010365533644828251}"
User-Based CF,30,5,3,706,threshold,0.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",978.6224318,1.386150753,0.572701765,0.646387208,0.215001349,0.544950504,0.010747142,,0.117705382,0.117705382,0.055522506,"{0.5: 9.637732187167306e-05, 1.0: 0.00021976495466813318, 1.5: 0.0001912822015176407, 2.0: 0.0006070498151481943, 2.5: 0.0008857506196141059, 3.0: 0.004041016974956399, 3.5: 0.0047325275475459385, 4.0: 0.012585831484566507, 4.5: 0.0074356130313373535, 5.0: 0.010368462541410892}"
User-Based CF,30,5,3,706,threshold,1,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",964.4645497,1.366097096,0.5771967,0.653992696,0.216081209,0.546236776,0.010777414,,0.115958451,0.115958451,0.055302172,"{0.5: 6.82594707491454e-05, 1.0: 0.00020589857226490927, 1.5: 0.00025774133338372007, 2.0: 0.000711164801129022, 2.5: 0.000930685239292749, 3.0: 0.00400275781667004, 3.5: 0.004640082189542683, 4.0: 0.012378564078736665, 4.5: 0.007517954392364111, 5.0: 0.00987269402710551}"
User-Based CF,30,5,3,706,threshold,1.5,"{'neighbours': 100, 'sample': 100, 'pred': 'calc'}",967.9002668,1.370963551,0.57165866,0.649560116,0.216612168,0.546194977,0.010760093,,0.115627951,0.115627951,0.054975606,"{0.5: 6.453412021779458e-05, 1.0: 0.00021363863016054236, 1.5: 0.00021601119690002903, 2.0: 0.0006865553249920524, 2.5: 0.0009227099477190275, 3.0: 0.0039214583371654215, 3.5: 0.00455416110353172, 4.0: 0.012366356325000081, 4.5: 0.007524871764889821, 5.0: 0.01016450952321444}"
